analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,10.035200000000001,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,26.598,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,17.284,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,172.868418,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,86.41999999999999,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,8.042,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,38.211282000000004,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-07,2023-08-13,32,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,16.084,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,20.483500000000003,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,287.25648050000007,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,102.41750000000002,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,17.8975,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,178.6239005,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,35.795,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,44.763999999999996,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,1114.5808979999997,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,27.5,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,223.82,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,121.2315,week
84552D34-1848-49B7-80A4-C6FDA73D1AF8,CRM - Roving Creel Project,Drano Lake salmon and steelhead 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,23728.6577045,week
