block,river_label,year,mode,location,angler_trips,total_salmon_harvest,catch_area_codes,tier,source_id,method,trips_per_salmon
PugetSound,Nooksack,2023,unknown,bank,78.6338399582551,9.95,794,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,7.902898488266844
PugetSound,Nooksack,2023,unknown,boat,42.53335549372317,83.19,794,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,0.5112796669518352
PugetSound,Nooksack,2024,unguided,bank,696.425430548081,199.7805,794,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,3.4859529861426966
PugetSound,Nooksack,2024,unknown,boat,76.55440917107583,135.774,794,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,0.5638370319138851
PugetSound,Puyallup Carbon,2024,unknown,bank,43198.73744627028,14717.6885,802|804,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,2.9351577488727445
PugetSound,Puyallup Carbon,2025,unknown,bank,89842.3976968411,96736.84918051948,802|804,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,0.9287298320951851
PugetSound,Puyallup/Carbon,2022,unknown,bank,31057.00259363213,7977.577498168498,802|804,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,3.89303677723748
PugetSound,Puyallup/Carbon,2023,unknown,bank,95279.44138656072,99607.45767748918,802|804,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,0.9565492746040986
PugetSound,Skagit,2022,unguided,bank,16023.911581019445,1368.1854248683414,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,11.7117981888759
PugetSound,Skagit,2022,guided,boat,852.8250375106859,376.58135041480716,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.2646502185285935
PugetSound,Skagit,2022,unguided,boat,16047.0343792827,7085.877654743923,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.264650218528593
PugetSound,Skagit,2023,unguided,bank,57334.722501965996,18163.75186072695,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,3.156546232385678
PugetSound,Skagit,2023,guided,boat,1135.7472016949828,645.5540510219306,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.7593371149899257
PugetSound,Skagit,2023,unguided,boat,24880.787534806368,14142.137582852529,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.7593371149899255
PugetSound,Skagit,2024,unguided,bank,14648.738655474372,2000.1979424807341,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,7.323644497557255
PugetSound,Skagit,2024,unguided,boat,17771.57730372522,10918.02837916499,830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.627727707471336
PugetSound,Skagit,2025,unguided,bank,38039.179130240926,12160.483291336986,826|830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,3.1280976437293146
PugetSound,Skagit,2025,guided,boat,1564.5057619548681,871.3006671177945,826|830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,1.795598030620303
PugetSound,Skagit,2025,unguided,boat,17927.697173876277,9984.248628120302,826|830,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,1.795598030620303
PugetSound,Snohomish,2022,unknown,bank,1331.134086061096,144.418,850|852,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,9.217231135046157
PugetSound,Snohomish,2022,unknown,boat,2556.542320384906,682.4585000000001,850|852,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,3.7460773371346474
PugetSound,Snohomish,2022,unknown,unknown,4761.323269660927,891,844,P2,p2_block_ratio,"P2 block ratio 5.344 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 891. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.343797160113273
PugetSound,Snohomish,2023,unknown,bank,32594.161492230105,15333.486181818182,844|850,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.125684994641266
PugetSound,Snohomish,2023,unknown,boat,18676.515422145167,23266.919297258297,844|850,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,0.8027068467266292
PugetSound,Snohomish,2023,unknown,unknown,302.54000850399785,144,852,P2,p2_block_ratio,"P2 block ratio 2.101 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 144. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.100972281277763
PugetSound,Snohomish,2024,unknown,bank,8592.12158659301,596.2944833333332,844|850|852,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,14.409191811673944
PugetSound,Snohomish,2024,unknown,boat,6772.2491019891695,2112.6160396825394,844|850|852,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,3.2056223065535505
PugetSound,Snohomish,2025,unguided,bank,26252.254370477578,10059.065634619883,844|850,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.6098104261419914
PugetSound,Snohomish,2025,unguided,boat,10291.215007892391,12493.039646922463,844|850,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=month; estimated,0.8237558911795761
PugetSound,Stillaguamish,2022,unknown,bank,7442.258742189159,329.21100476190475,872|874|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,22.606348616965658
PugetSound,Stillaguamish,2022,unknown,boat,1182.6276458646867,0,872|874|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,NA
PugetSound,Stillaguamish,2023,unknown,bank,5579.331108985193,2432.5323333333336,872|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.2936308112047814
PugetSound,Stillaguamish,2023,unknown,boat,453.9091677705219,704.8666666666667,872|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=month; zero_effort,0.6439645811555688
PugetSound,Stillaguamish,2024,unknown,bank,9739.051940231138,783.645873015873,872|874|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,12.427873706206414
PugetSound,Stillaguamish,2024,unknown,boat,220.98674649833146,20.996,872|874|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=month; zero_effort; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,10.525183201482733
PugetSound,Stillaguamish,2025,unguided,bank,10580.19279608235,1838.8663935064935,872|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,5.7536495492243
PugetSound,Stillaguamish,2025,unknown,boat,316.7034273801111,19.076,872|876,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,16.602192670376972
PugetSound,Wallace,2022,unknown,bank,5716.1892026058695,2418.7564253246755,860,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.3632760797063606
PugetSound,Wallace,2023,unknown,bank,5649.527955348427,740.2523333333334,860,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,7.631894829576257
PugetSound,Wallace,2024,unknown,bank,2727.6753232354604,911.9333000000001,860,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.9910908212645158
WACoast,Chehalis,2022,unguided,bank,6272.49069320135,1058.9545095238095,317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,5.923286257142398
WACoast,Chehalis,2022,guided,boat,1424.5664652140385,1096.8642058663772,317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.298762834628941
WACoast,Chehalis,2022,unguided,boat,11064.132879829032,8518.978665562196,317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.2987628346289413
WACoast,Chehalis,2024,unguided,bank,8711.185891146935,2921.2597666666666,315|317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,2.981996325882009
WACoast,Chehalis,2024,guided,boat,929.2248884007982,696.0667155655094,315|317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,1.3349652664340699
WACoast,Chehalis,2024,unguided,boat,14437.40150681981,10814.814339990045,315|317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,1.3349652664340699
WACoast,Chehalis,2025,unguided,bank,8033.486074305062,1438.8052617336448,315|317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,5.583442240561003
WACoast,Chehalis,2025,guided,boat,1367.6079650797974,935.2022250574148,315|317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.462366029973716
WACoast,Chehalis,2025,unguided,boat,16677.71271701207,11404.608952323537,315|317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.4623660299737158
WACoast,Chehalis + Upper Chehalis,2022,unknown,unknown,34542.46405162604,11439,315,P2,p2_block_ratio,"P2 block ratio 3.02 creel-trips per CRC-salmon (block_year, 7 donor area(s) [329|358|398|400|402|404|406]) x CRC harvest 11439. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",3.01971011903366
WACoast,Hoh,2022,unknown,unknown,1600.44636308784,530,348|350,P2,p2_block_ratio,"P2 block ratio 3.02 creel-trips per CRC-salmon (block_year, 7 donor area(s) [329|358|398|400|402|404|406]) x CRC harvest 440. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 3.02 creel-trips per CRC-salmon (block_year, 7 donor area(s) [329|358|398|400|402|404|406]) x CRC harvest 90. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",3.01971011903366
WACoast,Hoh,2023,unguided,bank,552.188003084708,86.11079365079365,348|350,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,6.412529482935717
WACoast,Hoh,2023,unknown,boat,292.0322442783765,194.735,348|350,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,1.4996392239627003
WACoast,Hoh,2024,unknown,unknown,578.9982120831605,401,348|350,P2,p2_block_ratio,"P2 block ratio 1.444 creel-trips per CRC-salmon (block_year, 7 donor area(s) [315|329|358|398|402|404|406]) x CRC harvest 107. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 1.444 creel-trips per CRC-salmon (block_year, 7 donor area(s) [315|329|358|398|402|404|406]) x CRC harvest 294. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",1.4438858156687295
WACoast,Hoh,2025,unguided,bank,524.5453449532339,111.83983333333333,348|350,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,4.690147770426761
WACoast,Hoh,2025,guided,boat,649.8770117638682,883.120998349835,348|350,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,0.7358867165181245
WACoast,Hoh,2025,unguided,boat,662.8745519991455,900.7834183168317,348|350,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,0.7358867165181245
WACoast,Humptulips,2022,unguided,bank,6475.723889925543,1446.2179311846692,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,4.477695754070035
WACoast,Humptulips,2022,guided,boat,978.4061127432225,590.9493741808651,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.655651322246384
WACoast,Humptulips,2022,unguided,boat,3287.4445388172276,1985.5898972477064,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.6556513222463844
WACoast,Humptulips,2023,unguided,bank,8172.473679961962,1711.668776308054,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,4.774564911787079
WACoast,Humptulips,2023,guided,boat,1165.217625099064,1146.393049833887,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.0164206990507354
WACoast,Humptulips,2023,unguided,boat,3917.8331742461282,3854.538950166114,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.0164206990507352
WACoast,Humptulips,2024,unguided,bank,9716.9123490904,2007.1421494075219,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,4.841168001956755
WACoast,Humptulips,2024,guided,boat,1005.2457538593909,820.4191209735146,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.2252831853389274
WACoast,Humptulips,2024,unguided,boat,2984.3233317700665,2435.6192653901217,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.2252831853389274
WACoast,Humptulips,2025,unguided,bank,9708.682154167274,1514.084486188415,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,6.412245976185976
WACoast,Humptulips,2025,guided,boat,946.7025941640738,639.1157634408603,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.481269354189033
WACoast,Humptulips,2025,unguided,boat,4189.158979176026,2828.0872532258068,358,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.4812693541890327
WACoast,Lower Chehalis,2023,unguided,bank,5237.145414002808,1082.4311666666667,317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,4.838317276220466
WACoast,Lower Chehalis,2023,unguided,boat,9206.973804483989,5282.943438953487,317,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,1.7427734956609384
WACoast,Quillayute,2022,unguided,bank,2663.2340505463903,375.2494618226601,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,7.097236162872935
WACoast,Quillayute,2022,guided,boat,327.5568539429053,410.4590609491416,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,0.7980256378930118
WACoast,Quillayute,2022,unguided,boat,696.9294764742666,873.3171509556204,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated,0.7980256378930117
WACoast,Quillayute,2023,unguided,bank,1660.6707409274304,144.34195555555556,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,11.505114604660163
WACoast,Quillayute,2023,guided,boat,505.2774987371444,287.9783723367697,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,1.7545675205992872
WACoast,Quillayute,2023,unguided,boat,1075.7520940855334,613.1152443298969,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,1.7545675205992872
WACoast,Quillayute,2024,unguided,bank,3034.019402759324,204.3405774647887,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=month; estimated,14.84785567507822
WACoast,Quillayute,2024,guided,boat,1380.8088270233225,834.9357501210654,398|400|402|404|406,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor,1.6537905183998955
