fishery_name,study_design,year,month,catch_area_code,angler_final,catch_group,is_total,harvest_est_week,harvest_est_month,harvest_cv_week,harvest_cv_month,harvest_diff,harvest_rel_diff
Cascade fall salmon 2023,Standard,2023,11,826,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2023,Standard,2023,11,826,bank,TotalSalmon,TRUE,359.32,339.4397727272727,0.4137367640151722,0.33640526555971023,19.880227272727268,0.05856776038057359
Cascade fall salmon 2023,Standard,2023,11,826,bank,Chum,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2023,Standard,2023,11,826,bank,Coho,FALSE,359.32,339.4397727272727,0.4137367640151722,0.33640526555971023,19.880227272727268,0.05856776038057359
Cascade fall salmon 2023,Standard,2023,11,826,bank,Pink,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,9,826,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,9,826,bank,TotalSalmon,TRUE,480.5555,482.57266666666663,0.24160031101700602,0.37000329156791895,-2.0171666666666397,-0.004180026773169857
Cascade fall salmon 2024,Standard,2024,9,826,bank,Chum,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,9,826,bank,Coho,FALSE,480.5555,482.57266666666663,0.24160031101700602,0.37000329156791895,-2.0171666666666397,-0.004180026773169857
Cascade fall salmon 2024,Standard,2024,10,826,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,10,826,bank,TotalSalmon,TRUE,1075.299,778.6720535714287,0.07534256383446787,0.3811578890066127,296.6269464285713,0.38093950472226784
Cascade fall salmon 2024,Standard,2024,10,826,bank,Chum,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,10,826,bank,Coho,FALSE,1075.299,778.6720535714287,0.07534256383446787,0.3811578890066127,296.6269464285713,0.38093950472226784
Cascade fall salmon 2024,Standard,2024,11,826,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,11,826,bank,TotalSalmon,TRUE,73.983,96.08371428571428,0.5535020562892672,0.5360050904758132,-22.100714285714275,-0.2300151950828592
Cascade fall salmon 2024,Standard,2024,11,826,bank,Chum,FALSE,0,0,NA,NA,0,NA
Cascade fall salmon 2024,Standard,2024,11,826,bank,Coho,FALSE,73.983,96.08371428571428,0.5535020562892672,0.5360050904758132,-22.100714285714275,-0.2300151950828592
Chehalis salmon 2022,Standard,2022,9,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,9,317,bank,TotalSalmon,TRUE,667.0550000000001,674.9531428571429,0.01372151017017806,0.6671123789541012,-7.89814285714283,-0.011701764693930035
Chehalis salmon 2022,Standard,2022,9,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,9,317,bank,Coho,FALSE,667.0550000000001,674.9531428571429,0.01372151017017806,0.6671123789541012,-7.89814285714283,-0.011701764693930035
Chehalis salmon 2022,Standard,2022,9,317,boat,Chinook,FALSE,51.215999999999994,56.7435,0.20931195852801485,0.33035226693839626,-5.527500000000003,-0.097412038383251
Chehalis salmon 2022,Standard,2022,9,317,boat,TotalSalmon,TRUE,4029.42,4011.6192499999997,0.06609461698145282,0.07347730798700586,17.800750000000335,0.004437297981357611
Chehalis salmon 2022,Standard,2022,9,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,9,317,boat,Coho,FALSE,3978.2070000000003,3954.879125,0.0651581101951681,0.07564973402630482,23.327875000000404,0.005898505178714003
Chehalis salmon 2022,Standard,2022,10,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,10,317,bank,TotalSalmon,TRUE,382.1608333333333,384.0013666666666,0.31922061393072837,0.2812514207820965,-1.840533333333326,-0.004793038496998386
Chehalis salmon 2022,Standard,2022,10,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,10,317,bank,Coho,FALSE,382.1608333333333,384.0013666666666,0.31922061393072837,0.2812514207820965,-1.840533333333326,-0.004793038496998386
Chehalis salmon 2022,Standard,2022,10,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,10,317,boat,TotalSalmon,TRUE,4728.776333333333,4939.61705,0.08747734977445,0.060778282470703514,-210.8407166666666,-0.04268361586181394
Chehalis salmon 2022,Standard,2022,10,317,boat,Chum,FALSE,22.5095,21.80435,0.5876597437186488,0.4518485943450942,0.7051499999999997,0.03233987713460845
Chehalis salmon 2022,Standard,2022,10,317,boat,Coho,FALSE,4706.265833333333,4917.81145,0.08709426150518076,0.061110181457027415,-211.54561666666723,-0.04301621134064976
Chehalis salmon 2022,Standard,2022,11,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,TotalSalmon,TRUE,493.1546666666667,649.9225714285715,0.06477856826143905,0.1679539324326225,-156.7679047619048,-0.24121012510354717
Chehalis salmon 2022,Standard,2022,11,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,Coho,FALSE,493.1546666666667,649.9225714285715,0.06477856826143905,0.1679539324326225,-156.7679047619048,-0.24121012510354717
Chehalis salmon 2022,Standard,2022,12,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,TotalSalmon,TRUE,10.071,14.684000000000001,0,0.32629770834377864,-4.613000000000001,-0.3141514573685645
Chehalis salmon 2022,Standard,2022,12,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,Coho,FALSE,10.071,14.684000000000001,0,0.32629770834377864,-4.613000000000001,-0.3141514573685645
Chehalis salmon 2024,Standard,2024,9,315,bank,Chinook,FALSE,0,NA,NA,NA,NA,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,TotalSalmon,TRUE,0,NA,NA,NA,NA,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,Chum,FALSE,0,NA,NA,NA,NA,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,Coho,FALSE,0,NA,NA,NA,NA,NA
Chehalis salmon 2024,Standard,2024,9,317,bank,Chinook,FALSE,6.798333333333333,7.478166666666667,0.6324555320336758,0.6741998624632419,-0.6798333333333337,-0.09090909090909097
Chehalis salmon 2024,Standard,2024,9,317,bank,TotalSalmon,TRUE,111.85300000000001,119.60749999999999,0.08695676745173031,0.28627187975888624,-7.754499999999979,-0.06483289091403115
Chehalis salmon 2024,Standard,2024,9,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,9,317,bank,Coho,FALSE,105.05466666666666,112.12933333333334,0.053004063322485036,0.2832509638606375,-7.074666666666673,-0.06309380834036891
Chehalis salmon 2024,Standard,2024,9,317,boat,Chinook,FALSE,96.594,94.422,0.1086943094550703,0.21895943401193224,2.171999999999997,0.023003113681133603
Chehalis salmon 2024,Standard,2024,9,317,boat,TotalSalmon,TRUE,3775.4065,3746.7465,0.07877057414521947,0.08281977242591881,28.659999999999854,0.0076493032021247905
Chehalis salmon 2024,Standard,2024,9,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,9,317,boat,Coho,FALSE,3678.8103333333333,3652.3226666666665,0.07845150430717422,0.0815154151284943,26.487666666666883,0.0072522800103094805
Chehalis salmon 2024,Standard,2024,10,315,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,317,bank,TotalSalmon,TRUE,2380.068333333333,2462.6642666666667,0.25424992836843924,0.16156040641465455,-82.5959333333335,-0.033539258457317464
Chehalis salmon 2024,Standard,2024,10,317,bank,Chum,FALSE,47.9675,40.11827272727273,0.7745966692414834,0.7223151185146152,7.849227272727269,0.19565217391304338
Chehalis salmon 2024,Standard,2024,10,317,bank,Coho,FALSE,2332.1008333333334,2422.545993939394,0.25454883024987246,0.1609900473127774,-90.44516060606065,-0.03733475477135703
Chehalis salmon 2024,Standard,2024,10,317,boat,Chinook,FALSE,39.171000000000014,39.106,0.2894717875733166,0.4403874733175784,0.06500000000001194,0.0016621490308395626
Chehalis salmon 2024,Standard,2024,10,317,boat,TotalSalmon,TRUE,4611.1475,4613.245722222222,0.10662124650230366,0.09695657693567843,-2.0982222222219207,-4.5482559320755134e-4
Chehalis salmon 2024,Standard,2024,10,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,10,317,boat,Coho,FALSE,4571.9745,4574.137805555556,0.10579220967381957,0.09482509033801495,-2.1633055555557803,-4.729428031067013e-4
Chehalis salmon 2024,Standard,2024,11,315,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,11,315,bank,TotalSalmon,TRUE,65.412,52.32959999999999,0,0.5769676287727313,13.082400000000014,0.25000000000000033
Chehalis salmon 2024,Standard,2024,11,315,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,11,315,bank,Coho,FALSE,65.412,52.32959999999999,0,0.5769676287727313,13.082400000000014,0.25000000000000033
Chehalis salmon 2024,Standard,2024,11,315,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,11,315,boat,TotalSalmon,TRUE,171.012,153.44400000000002,0.10421490889528219,0.21637204442780558,17.567999999999984,0.11449128020645957
Chehalis salmon 2024,Standard,2024,11,315,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,11,315,boat,Coho,FALSE,171.012,153.44400000000002,0.10421490889528219,0.21637204442780558,17.567999999999984,0.11449128020645957
Chehalis salmon 2024,Standard,2024,11,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,11,317,bank,TotalSalmon,TRUE,227.6345,286.6584,0.2822102393072034,0.25396527509505046,-59.02389999999997,-0.20590326325689384
Chehalis salmon 2024,Standard,2024,11,317,bank,Chum,FALSE,4.965,7.4475,1,0.577350269189626,-2.4825,-0.3333333333333333
Chehalis salmon 2024,Standard,2024,11,317,bank,Coho,FALSE,222.6705,279.2124,0.2668567819348124,0.25027775403579117,-56.5419,-0.20250497470742704
Chehalis salmon 2024,Standard,2024,11,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,11,317,boat,TotalSalmon,TRUE,1393.9005,2538.2665,0.22269867246312905,0.33032253814110907,-1144.3660000000002,-0.4508454884465442
Chehalis salmon 2024,Standard,2024,11,317,boat,Chum,FALSE,0.709,1.418,1,0.7071067811865475,-0.709,-0.5
Chehalis salmon 2024,Standard,2024,11,317,boat,Coho,FALSE,1393.1905000000002,2536.8465,0.2227917865912682,0.33052736958171774,-1143.656,-0.4508179742053766
Chehalis salmon 2024,Standard,2024,12,315,bank,Chinook,FALSE,0,NA,NA,NA,NA,NA
Chehalis salmon 2024,Standard,2024,12,315,bank,TotalSalmon,TRUE,17.002,NA,0,NA,NA,NA
Chehalis salmon 2024,Standard,2024,12,315,bank,Chum,FALSE,0,NA,NA,NA,NA,NA
Chehalis salmon 2024,Standard,2024,12,315,bank,Coho,FALSE,17.002,NA,0,NA,NA,NA
Chehalis salmon 2024,Standard,2024,12,315,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,315,boat,TotalSalmon,TRUE,42.3425,57.504999999999995,0.37570476694921096,0.9258200997725516,-15.162499999999994,-0.2636727241109468
Chehalis salmon 2024,Standard,2024,12,315,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,315,boat,Coho,FALSE,42.3425,57.504999999999995,0.37570476694921096,0.9258200997725516,-15.162499999999994,-0.2636727241109468
Chehalis salmon 2024,Standard,2024,12,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,317,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,317,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,317,boat,TotalSalmon,TRUE,218.19850000000002,401.67333333333335,0.23444655695570482,0.27634251090802947,-183.47483333333332,-0.4567762360790692
Chehalis salmon 2024,Standard,2024,12,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2024,Standard,2024,12,317,boat,Coho,FALSE,218.19850000000002,401.67333333333335,0.23444655695570482,0.27634251090802947,-183.47483333333332,-0.4567762360790692
Chehalis salmon 2025,Standard,2025,9,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,9,317,bank,TotalSalmon,TRUE,469.61266666666666,418.62757142857146,0.19196702395182055,0.20813686872638118,50.9850952380952,0.12179105896945099
Chehalis salmon 2025,Standard,2025,9,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,9,317,bank,Coho,FALSE,469.61266666666666,418.62757142857146,0.19196702395182055,0.20813686872638118,50.9850952380952,0.12179105896945099
Chehalis salmon 2025,Standard,2025,9,317,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,9,317,boat,Chinook,FALSE,199.317,198.97957142857143,0.1756213898508808,0.19317567463362903,0.33742857142857474,0.0016957950457225854
Chehalis salmon 2025,Standard,2025,9,317,boat,TotalSalmon,TRUE,7500.327666666667,7528.244428571429,0.0409540464631981,0.0888728766069027,-27.916761904762097,-0.003708269858881246
Chehalis salmon 2025,Standard,2025,9,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,9,317,boat,Coho,FALSE,7301.01,7329.264428571429,0.041262337545727716,0.08845557313788217,-28.254428571428434,-0.003855015581275132
Chehalis salmon 2025,Standard,2025,9,317,boat,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,315,bank,Chinook,FALSE,2.856,5.712,1,0.7071067811865475,-2.856,-0.5
Chehalis salmon 2025,Standard,2025,10,315,bank,TotalSalmon,TRUE,9.0435,10.887,0.6169328250788406,0.5054899614407895,-1.8435000000000006,-0.16933039404794714
Chehalis salmon 2025,Standard,2025,10,315,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,315,bank,Coho,FALSE,6.1875,5.175,0.7745966692414833,0.7223151185146152,1.0125000000000002,0.19565217391304351
Chehalis salmon 2025,Standard,2025,10,315,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,315,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,315,boat,TotalSalmon,TRUE,27.07,24.9044,0,0.8846517369293828,2.1656000000000013,0.08695652173913049
Chehalis salmon 2025,Standard,2025,10,315,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,315,boat,Coho,FALSE,27.07,24.9044,0,0.8846517369293828,2.1656000000000013,0.08695652173913049
Chehalis salmon 2025,Standard,2025,10,315,boat,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,317,bank,TotalSalmon,TRUE,926.456,997.4309272727272,0.15594823126552176,0.18156426521203956,-70.9749272727272,-0.07115773667334915
Chehalis salmon 2025,Standard,2025,10,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,317,bank,Coho,FALSE,926.456,997.4309272727272,0.15594823126552176,0.18156426521203956,-70.9749272727272,-0.07115773667334915
Chehalis salmon 2025,Standard,2025,10,317,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,10,317,boat,Chinook,FALSE,28.1425,21.575916666666664,0.21682100957447936,0.48767922020832355,6.566583333333334,0.3043478260869566
Chehalis salmon 2025,Standard,2025,10,317,boat,TotalSalmon,TRUE,3550.8373333333334,3659.44945,0.13654751043845154,0.13397921453422904,-108.61211666666668,-0.02967990626750335
Chehalis salmon 2025,Standard,2025,10,317,boat,Chum,FALSE,0.21000000000000002,0.26345454545454544,0.6324555320336758,0.7223151185146152,-0.05345454545454542,-0.20289855072463756
Chehalis salmon 2025,Standard,2025,10,317,boat,Coho,FALSE,3522.4823333333334,3637.608162121212,0.13908403286827722,0.13386351833369567,-115.12582878787862,-0.03164877129612137
Chehalis salmon 2025,Standard,2025,10,317,boat,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,boat,TotalSalmon,TRUE,189.203,230.9395714285714,0.15716665667665974,0.21251245355539367,-41.73657142857141,-0.18072507526706114
Chehalis salmon 2025,Standard,2025,11,315,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,315,boat,Coho,FALSE,189.203,230.9395714285714,0.15716665667665974,0.21251245355539367,-41.73657142857141,-0.18072507526706114
Chehalis salmon 2025,Standard,2025,11,315,boat,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,317,bank,TotalSalmon,TRUE,16.332,16.116583333333335,0.7018452451026815,0.5860310793003678,0.21541666666666615,0.013366149773266634
Chehalis salmon 2025,Standard,2025,11,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,317,bank,Coho,FALSE,16.332,16.116583333333335,0.7018452451026815,0.5860310793003678,0.21541666666666615,0.013366149773266634
Chehalis salmon 2025,Standard,2025,11,317,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,317,boat,TotalSalmon,TRUE,402.209,544.0321607142857,0.1667256255729387,0.15176374080277283,-141.82316071428573,-0.2606889278899971
Chehalis salmon 2025,Standard,2025,11,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,11,317,boat,Coho,FALSE,402.209,544.0321607142857,0.1667256255729387,0.15176374080277283,-141.82316071428573,-0.2606889278899971
Chehalis salmon 2025,Standard,2025,11,317,boat,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,boat,TotalSalmon,TRUE,47.38250000000001,208.48300000000003,0.10164205753197746,0.12511272407818222,-161.1005,-0.7727272727272727
Chehalis salmon 2025,Standard,2025,12,315,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,315,boat,Coho,FALSE,47.38250000000001,208.48300000000003,0.10164205753197746,0.12511272407818222,-161.1005,-0.7727272727272727
Chehalis salmon 2025,Standard,2025,12,315,boat,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,bank,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,bank,TotalSalmon,TRUE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,bank,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,bank,Coho,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,bank,Pink,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,boat,Chinook,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,boat,TotalSalmon,TRUE,42.04833333333333,143.75816666666668,0.34772645308332156,0.6857927461139286,-101.70983333333335,-0.7075064720960781
Chehalis salmon 2025,Standard,2025,12,317,boat,Chum,FALSE,0,0,NA,NA,0,NA
Chehalis salmon 2025,Standard,2025,12,317,boat,Coho,FALSE,42.04833333333333,143.75816666666668,0.34772645308332156,0.6857927461139286,-101.70983333333335,-0.7075064720960781
Chehalis salmon 2025,Standard,2025,12,317,boat,Pink,FALSE,0,0,NA,NA,0,NA
Drano Lake salmon and steelhead 2022,Drano,2022,7,618,boat,Chinook,FALSE,64.982,357.401,0,0,-292.419,-0.8181818181818181
Drano Lake salmon and steelhead 2022,Drano,2022,7,618,boat,TotalSalmon,TRUE,64.982,357.401,0,0,-292.419,-0.8181818181818181
Drano Lake salmon and steelhead 2022,Drano,2022,7,618,boat,Coho,FALSE,0,0,NA,NA,0,NA
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,bank,Chinook,FALSE,30.472499999999997,32.39147619047619,0.3784202592886921,0.4780484054599706,-1.9189761904761937,-0.059243245945067954
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,bank,TotalSalmon,TRUE,30.472499999999997,32.39147619047619,0.3784202592886921,0.4780484054599706,-1.9189761904761937,-0.059243245945067954
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,bank,Coho,FALSE,0,0,NA,NA,0,NA
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,boat,Chinook,FALSE,823.9575,1057.0078571428571,0.22648558400248706,0.2543360759616891,-233.05035714285714,-0.2204811965852396
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,boat,TotalSalmon,TRUE,842.187,1075.0142285714287,0.22149572630504444,0.2496839258046735,-232.8272285714287,-0.21658060180359615
Drano Lake salmon and steelhead 2022,Drano,2022,8,618,boat,Coho,FALSE,18.226,18.004771428571427,0.20841297678797324,0.41117618824000945,0.221228571428572,0.01228721910223801
