analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,6174.716,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,6174.716,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,5748.4636666666665,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,2570292.6082663327,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,17245.391,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,5164.678,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,5164.678,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,5322.960666666667,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,3417763.656296334,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,15968.882000000001,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,4684.607,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,4684.607,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,3909.1026666666667,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,189309.66158533312,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,11727.308,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,2613.147,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,2613.147,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,831.2656666666667,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,280491.9516763334,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,2493.797,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,381.97,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,381.97,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,101.221,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,1554.2101030000001,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,303.663,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,79.401,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,79.401,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,12.8085,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,328.11534450000005,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,38.4255,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,2.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,12.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-09-29,2025-10-05,39,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-06,2025-10-12,40,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
