fishery_name,year,month,crc_area,angler_final,total_effort_hrs,n_completed_angler_trips,mean_trip_length,mean_group_size,sd,total_trips_est
Hoh fall salmon 2025,2025,11,350,boat,112.84487922705313,3,3.82222,2.3333333333333335,0.5891004127481154,29.523386729977112
Hoh fall salmon 2025,2025,12,348,bank,0,NA,NA,NA,NA,NA
Hoh fall salmon 2025,2025,12,348,boat,29.98782608695652,1,8,2,NA,3.748478260869565
Hoh fall salmon 2025,2025,12,350,bank,0,NA,NA,NA,NA,NA
Hoh fall salmon 2025,2025,12,350,boat,0,NA,NA,NA,NA,NA
Hoh winter steelhead 2022-23,2022,12,348,bank,182.65641062709813,5,3.376668,1,2.0234250583280815,54.0936836630365
Hoh winter steelhead 2022-23,2022,12,348,boat,64.65105920314252,NA,NA,NA,NA,NA
Hoh winter steelhead 2022-23,2022,12,350,bank,8.563988582887623,3,5.0722233333333335,1,2.900975461742711,1.6884092083657507
Hoh winter steelhead 2022-23,2022,12,350,boat,0,NA,NA,NA,NA,NA
Hoh winter steelhead 2022-23,2023,1,348,bank,1834.7816656653315,18,5.112037222222222,1.3888888888888888,2.064386682023346,358.91398788910715
Hoh winter steelhead 2022-23,2023,1,348,boat,3330.041214459409,13,7.0384607692307695,2.1538461538461537,1.5645721844563,473.12066141179156
Hoh winter steelhead 2022-23,2023,1,350,bank,744.6968117754258,7,5.919048571428571,1.8571428571428572,2.8479750524681484,125.81360041039368
Hoh winter steelhead 2022-23,2023,1,350,boat,2680.765390011223,20,7.5766670000000005,2.1,1.3587855361821801,353.81855768654253
Hoh winter steelhead 2022-23,2023,2,348,bank,3271.340236011794,28,5.683928214285714,1.9642857142857142,2.7316219867108034,575.5421449183266
Hoh winter steelhead 2022-23,2023,2,348,boat,7261.379361672278,44,7.628030681818181,2.409090909090909,1.4504875757168092,951.9336857126392
Hoh winter steelhead 2022-23,2023,2,350,bank,2387.0870030811666,35,5.840952571428572,2.0285714285714285,2.9572261382231577,408.68111389189664
Hoh winter steelhead 2022-23,2023,2,350,boat,8903.604783482977,57,7.733626140350877,2.5789473684210527,1.6366534046959038,1151.2846136985643
Hoh winter steelhead 2022-23,2023,3,348,bank,2973.6338568309693,23,5.142028695652174,1.7391304347826086,3.0771922864894288,578.299739817733
Hoh winter steelhead 2022-23,2023,3,348,boat,4617.933965581743,35,8.19904742857143,2.257142857142857,2.021158266718751,563.228107388367
Hoh winter steelhead 2022-23,2023,3,350,bank,4394.707433371217,59,6.187852881355933,1.6779661016949152,2.711569917747136,710.2152422874367
Hoh winter steelhead 2022-23,2023,3,350,boat,11527.066181257014,84,8.091071547619048,2.488095238095238,1.3953247335725338,1424.6649672315743
Hoh winter steelhead 2023-24,2023,12,348,bank,209.90539131725666,10,3.838333,1.6,1.930824449060556,54.686602573892536
Hoh winter steelhead 2023-24,2023,12,348,boat,304.41414930555555,5,6.756666,2.8,1.4917186992794587,45.053899261197095
Hoh winter steelhead 2023-24,2023,12,350,bank,107.68057510847302,9,3.1648144444444446,1.6666666666666667,2.0331199926044152,34.02429336655009
Hoh winter steelhead 2023-24,2023,12,350,boat,61.88071325231482,2,3.5,6,0,17.680203786375664
Hoh winter steelhead 2023-24,2024,1,348,bank,450.4921806311668,15,4.505556,1.1333333333333333,2.003525441757247,99.98592418586446
Hoh winter steelhead 2023-24,2024,1,348,boat,1707.2851432291668,30,6.9622209999999995,2.3666666666666667,1.2534393613968589,245.22133716082368
Hoh winter steelhead 2023-24,2024,1,350,bank,132.81133358025565,4,4.4875,1.5,3.329758499751396,29.595840352146105
Hoh winter steelhead 2023-24,2024,1,350,boat,535.2656799768519,5,7.533332000000001,2.2,1.406582600176755,71.05297894435714
Hoh winter steelhead 2023-24,2024,2,348,bank,1734.733872077706,18,6.3462966666666665,2.2222222222222223,3.298928448747099,273.3458524227578
Hoh winter steelhead 2023-24,2024,2,348,boat,7645.134681712963,83,6.621485903614458,2.4096385542168677,2.4166310725985602,1154.5950248930876
Hoh winter steelhead 2023-24,2024,2,350,bank,1250.9872074917448,28,5.6690475,1.8928571428571428,2.9490136528998665,220.6697346409154
Hoh winter steelhead 2023-24,2024,2,350,boat,6108.766880787038,95,7.316315894736842,2.6315789473684212,2.168550971901536,834.9512198046995
Hoh winter steelhead 2023-24,2024,3,348,bank,1635.8153548748137,36,5.122684722222222,1.6944444444444444,3.2407350120123644,319.32774386419715
Hoh winter steelhead 2023-24,2024,3,348,boat,6511.653618344908,84,6.516865,2.7023809523809526,2.044967613070493,999.2003238282376
Hoh winter steelhead 2023-24,2024,3,350,bank,1305.4599713653902,24,5.365972916666666,1.625,2.769931774253936,243.28486029264937
Hoh winter steelhead 2023-24,2024,3,350,boat,8380.767298900464,87,7.438505977011494,2.5517241379310347,2.210047972009836,1126.6734643759114
Hoh winter steelhead 2024-25,2024,12,348,bank,260.0073469576216,1,3,1,NA,86.66911565254054
Hoh winter steelhead 2024-25,2024,12,348,boat,0,2,4.483335,4.5,2.804859255729242,0
Hoh winter steelhead 2024-25,2024,12,350,bank,133.30480961735776,2,3.375,1.5,2.769496845602103,39.497721368106006
Hoh winter steelhead 2024-25,2024,12,350,boat,67.73372839506173,1,7.25,2,NA,9.342583226905067
Hoh winter steelhead 2024-25,2025,1,348,bank,2392.933029564243,7,2.911905714285714,1.4285714285714286,1.2466133678471598,821.7755876588284
Hoh winter steelhead 2024-25,2025,1,348,boat,5179.102419753086,25,6.1546668,2.68,1.8629089654415931,841.4919260540775
Hoh winter steelhead 2024-25,2025,1,350,bank,2410.9868467082206,8,3.4270825,1.625,1.0817366236850023,703.5100108352281
Hoh winter steelhead 2024-25,2025,1,350,boat,7971.025975308641,55,7.028484909090909,2.6545454545454548,1.670294427071747,1134.103021975421
Hoh winter steelhead 2024-25,2025,2,348,bank,3040.055381537578,12,3.8736108333333332,1.3333333333333333,2.513373050653999,784.8117718427432
Hoh winter steelhead 2024-25,2025,2,348,boat,4289.949827160493,36,5.809259444444445,2.5555555555555554,2.0802299087771794,738.4675909531104
Hoh winter steelhead 2024-25,2025,2,350,bank,2275.52649215039,19,5.654387368421053,1.8421052631578947,2.480011784895481,402.4355502877077
Hoh winter steelhead 2024-25,2025,2,350,boat,8975.908543209876,69,6.7113527536231885,2.710144927536232,2.293909866615413,1337.4216603894267
Hoh winter steelhead 2024-25,2025,3,348,bank,2905.688034997213,25,5.0360004,1.96,2.6087050032686716,576.9832812160247
Hoh winter steelhead 2024-25,2025,3,348,boat,5025.196246913581,50,6.2753332,2.76,2.214237686648212,800.7855657630387
Hoh winter steelhead 2024-25,2025,3,350,bank,1540.0401932699726,13,5.010256923076923,1.2307692307692308,3.127258646099873,307.3774892015309
Hoh winter steelhead 2024-25,2025,3,350,boat,6182.150518518518,36,5.700925833333334,2.8333333333333335,2.9343176072016424,1084.4116726394618
Hoh winter steelhead 2025-26,2025,12,348,bank,629.2958392271784,5,5.78,2.4,1.9392653248073095,108.87471266906199
Hoh winter steelhead 2025-26,2025,12,348,boat,190.02655396174868,2,7.008335000000001,3,1.402426092330715,27.114365104086584
Hoh winter steelhead 2025-26,2025,12,350,bank,302.83234965582443,1,2.95,2,NA,102.6550337816354
Hoh winter steelhead 2025-26,2025,12,350,boat,253.58955942622956,NA,NA,NA,NA,NA
Hoh winter steelhead 2025-26,2026,1,348,bank,1835.0212353440545,5,4.75,1.4,2.980726454146707,386.3202600724325
Hoh winter steelhead 2025-26,2026,1,348,boat,1624.7840607923497,22,6.73106,2.272727272727273,1.619942212255616,241.38606115416437
Hoh winter steelhead 2025-26,2026,1,350,bank,558.9601334462977,10,3.27,1.3,2.7714343124374348,170.93582062577912
Hoh winter steelhead 2025-26,2026,1,350,boat,1765.4137431693991,19,6.686842631578948,2.473684210526316,1.9646614857890126,264.0130537590558
Hoh winter steelhead 2025-26,2026,2,348,bank,5040.653810333339,16,4.0072925,1.8125,2.562320058362473,1257.870197978645
Hoh winter steelhead 2025-26,2026,2,348,boat,7993.948288934427,69,5.891546086956522,2.5072463768115942,1.6776370398685392,1356.850675688081
Hoh winter steelhead 2025-26,2026,2,350,bank,4100.729196281909,24,4.654167083333333,1.5833333333333333,2.4076176011341843,881.0876624878173
Hoh winter steelhead 2025-26,2026,2,350,boat,9094.886530054646,73,7.476712054794521,2.5753424657534247,1.2819999820939059,1216.4286204150999
Hoh winter steelhead 2025-26,2026,3,348,bank,2486.700098398274,22,4.506060454545454,1.5909090909090908,2.646803518549223,551.8567989672296
Hoh winter steelhead 2025-26,2026,3,348,boat,3984.1601434426234,83,5.608032409638554,2.674698795180723,1.8037211824843948,710.4381452209561
Hoh winter steelhead 2025-26,2026,3,350,bank,2337.747456506434,38,4.7486847368421055,1.3421052631578947,2.7527962024170662,492.2936741555611
Hoh winter steelhead 2025-26,2026,3,350,boat,7817.5274965847,104,7.190064134615384,2.6153846153846154,1.6526474963857003,1087.2681175329851
Humptulips salmon 2022,2022,9,358,bank,12469.238402851188,114,4.200292368421053,1.7105263157894737,2.374229720206543,2968.6596334575024
Humptulips salmon 2022,2022,9,358,boat,17714.334335511983,110,6.762121272727272,2.7636363636363637,1.9033616347790623,2619.6416214770884
Humptulips salmon 2022,2022,10,358,bank,4864.791382846426,51,4.043790588235294,1.607843137254902,1.7809731749393776,1203.0275249662263
Humptulips salmon 2022,2022,10,358,boat,5330.4170348583875,35,8.16761942857143,2.8285714285714287,2.0666788077278553,652.6279880538842
Humptulips salmon 2022,2022,11,358,bank,6318.964034828959,116,3.7087647413793103,1.6724137931034482,2.31690338008767,1703.7920912931513
Humptulips salmon 2022,2022,11,358,boat,6878.574939724038,64,7.64947890625,2.65625,1.5966563506080074,899.2213749493321
Humptulips salmon 2022,2022,12,358,bank,1633.9606952857735,80,3.7779165,1.5375,2.252667814456079,432.5031258064527
Humptulips salmon 2022,2022,12,358,boat,413.6146172839507,4,7.7958325,2.25,0.6478395363243896,53.05586251166257
Humptulips salmon 2023,2023,9,358,bank,11958.166280529129,104,3.525480576923077,1.6923076923076923,1.8754426560784254,3391.9251629988617
Humptulips salmon 2023,2023,9,358,boat,16272.116462982134,119,7.009383697478992,2.6218487394957983,1.988677366254344,2321.476061987389
Humptulips salmon 2023,2023,10,358,bank,12476.546130028135,134,3.831467686567164,2.1044776119402986,1.9413860305457973,3256.3359920194453
Humptulips salmon 2023,2023,10,358,boat,16064.900904359329,131,7.648218854961832,2.480916030534351,1.980420450406988,2100.4760989465044
Humptulips salmon 2023,2023,11,358,bank,3911.4252323256183,108,2.9777775925925924,1.7314814814814814,1.6911194342259155,1313.5384059761657
Humptulips salmon 2023,2023,11,358,boat,4022.1111389080593,55,6.744545272727272,2.727272727272727,1.3864716370365708,596.3502321160415
Humptulips salmon 2024,2024,9,358,bank,14847.433832488932,133,3.712907443609023,1.8421052631578947,2.5933940971261134,3998.869903973938
Humptulips salmon 2024,2024,9,358,boat,14287.238883567476,108,6.533950833333333,2.564814814814815,1.928943949552255,2186.615609453363
Humptulips salmon 2024,2024,10,358,bank,9799.71197432617,153,3.38518522875817,1.6928104575163399,2.0699433045468347,2894.882055810317
Humptulips salmon 2024,2024,10,358,boat,7651.5748180076635,94,6.838652659574468,2.7127659574468086,1.7339863810593503,1118.8716840728946
Humptulips salmon 2024,2024,11,358,bank,4766.78012599813,67,3.312686417910448,1.5970149253731343,1.9909327125090113,1438.9469827949742
Humptulips salmon 2024,2024,11,358,boat,2946.9269604086844,27,6.573457037037037,2.5555555555555554,1.486147626254422,448.3070238087388
Humptulips salmon 2024,2024,12,358,bank,2349.126477623566,43,3.233333488372093,1.6744186046511629,1.9943569835375914,726.5339273142208
Humptulips salmon 2024,2024,12,358,boat,747.2051511281396,15,6.692222,2.6666666666666665,0.9632927815956506,111.6527740903006
Humptulips salmon 2025,2025,9,358,bank,14437.982964993094,60,3.4208333333333334,1.7,2.479297870811218,4220.604033615521
Humptulips salmon 2025,2025,9,358,boat,15707.359262663398,70,5.435238285714286,2.642857142857143,2.061343077496307,2889.911800913651
Humptulips salmon 2025,2025,10,358,bank,8894.384404541026,143,3.768764195804196,1.972027972027972,2.403999961053295,2360.026773350064
Humptulips salmon 2025,2025,10,358,boat,8118.445751633986,81,7.017283827160494,2.493827160493827,2.164392195711401,1156.9213889014193
Humptulips salmon 2025,2025,11,358,bank,4044.112464503543,140,3.2760710714285715,1.6571428571428573,2.092949273419563,1234.4397836094738
Humptulips salmon 2025,2025,11,358,boat,3608.4831495098038,58,6.191379310344828,2.603448275862069,1.7293789513314564,582.8237891160362
Humptulips salmon 2025,2025,12,358,bank,3976.748345587,75,3.4340001333333334,1.44,1.5955722466000255,1158.051307856773
Humptulips salmon 2025,2025,12,358,boat,683.0220261437908,5,6.53,2.2,0.7141827108310591,104.59755377393427
Humptulips winter steelhead 2024-25,2024,11,358,bank,7272.816257146714,67,3.312686417910448,1.5970149253731343,1.9909327125090113,2195.4436187576753
Humptulips winter steelhead 2024-25,2024,11,358,boat,3420.130439814814,27,6.573457037037037,2.5555555555555554,1.486147626254422,520.2940280197565
Humptulips winter steelhead 2024-25,2024,12,358,bank,3078.0668595145407,43,3.233333488372093,1.6744186046511629,1.9943569835375914,951.9793954394338
Humptulips winter steelhead 2024-25,2024,12,358,boat,801.5300154320987,15,6.692222,2.6666666666666665,0.9632927815956506,119.77038649227397
Humptulips winter steelhead 2024-25,2025,1,358,bank,1775.3368524137768,45,2.9096295555555556,1.5555555555555556,1.811535057682692,610.159066134039
Humptulips winter steelhead 2024-25,2025,1,358,boat,1085.5747781635803,17,6.869608235294118,2.176470588235294,0.9945373579599416,158.02571864086832
Humptulips winter steelhead 2025-26,2025,11,358,bank,4306.499646384412,140,3.2760710714285715,1.6571428571428573,2.092949273419563,1314.5318134098077
Humptulips winter steelhead 2025-26,2025,11,358,boat,3745.052421296296,58,6.191379310344828,2.603448275862069,1.7293789513314564,604.8817611673215
