block,river_label,fishery_name,catch_area_code,year,month,location,mode,angler_trips,total_salmon_harvest,tier,source_id,method,location_basis,mode_basis
PugetSound,Cascade,Cascade fall salmon 2022,826,2022,9,bank,unguided,534.68092532271,137.273,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,9,boat,unguided,4356.585006035939,3554.020096007605,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,10,bank,unguided,2974.2310549313233,384.0013666666666,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,10,boat,guided,739.2655845467082,563.45441634981,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,10,boat,unguided,5741.629373312766,4376.16263365019,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,11,bank,unguided,1051.036690596382,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,11,boat,guided,113.3981689632676,74.13565453557851,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,11,boat,unguided,880.7257789480449,575.786916892993,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,12,bank,unguided,73.96883125208909,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,12,boat,guided,10.969019939778843,1.6749809885931561,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2022,317,2022,12,boat,unguided,85.19272153228233,13.009019011406844,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,9,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,9,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,9,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,9,bank,unguided,622.8796793645618,119.6075,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,9,boat,guided,297.6817954609692,226.5669776035834,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,9,boat,unguided,4625.093081328762,3520.1795223964164,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,10,bank,unguided,553.5968305512835,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,10,boat,guided,4.23442678170403,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,10,boat,unguided,65.79044573795707,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,10,bank,unguided,4984.426901139036,2462.6642666666667,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,10,boat,guided,407.2546358059178,278.9644669652855,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,10,boat,unguided,6327.530360021575,4334.281255256936,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,11,bank,unguided,148.36183594373097,52.32959999999999,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,11,boat,guided,14.86363156463661,9.278808510638298,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,11,boat,unguided,230.93679412463177,144.16519148936172,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,11,bank,unguided,1228.9122504290838,286.6584,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,11,boat,guided,164.38139965563084,153.48979955207167,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,11,boat,unguided,2553.999894649524,2384.7767004479283,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,12,bank,unguided,286.57019143677866,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,12,boat,guided,12.303856979224376,3.477346024636058,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,315,2024,12,boat,unguided,191.16548158461578,54.02765397536393,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,12,bank,unguided,886.438202282461,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,12,boat,guided,28.505142152715376,24.289316909294513,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2024,317,2024,12,boat,unguided,442.88544937274446,377.3840164240388,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,9,bank,unguided,1435.5547057359088,417.3926818373367,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,9,boat,guided,666.1388452286335,570.5460836614174,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,9,boat,unguided,8123.433450255671,6957.698344910011,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,10,bank,unguided,1007.9221947894114,10.854884955752212,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,10,boat,guided,14.256334148878903,1.8874397637795275,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,10,boat,unguided,173.85321773762712,23.01696023622047,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,10,bank,unguided,4212.685393126794,994.4886531509786,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,10,boat,guided,497.8266501315806,277.34016500984256,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,10,boat,unguided,6070.899019137067,3382.1092849901574,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,11,bank,unguided,580.7577745574343,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,11,boat,guided,38.30878213821351,17.50231003937008,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,11,boat,unguided,467.1681354257465,213.43726138920132,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,11,bank,unguided,734.9619428690485,16.069041789577188,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,11,boat,guided,127.60164482176438,41.23078383366142,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,11,boat,unguided,1556.0772011381396,502.8013768806243,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,12,bank,unguided,31.827333690295884,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,12,boat,guided,5.604110513756477,15.800384842519689,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,315,2025,12,boat,unguided,68.34103600541988,192.6826151574803,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,12,bank,unguided,29.7767295361691,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,12,boat,guided,17.871598096969958,10.89505790682415,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Chehalis,Chehalis salmon 2025,317,2025,12,boat,unguided,217.94065731239985,132.86310875984253,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,7,bank,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; zero_effort,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,7,boat,unknown,782.6444284570871,357.401,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,8,bank,unknown,784.1929585046526,32.39147619047619,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,8,boat,unknown,3017.241588463634,1075.0142285714287,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,9,bank,unknown,470.9785378777379,102.6675,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,9,boat,unknown,5385.71028261397,2015.0996,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,10,bank,unknown,1232.0114987399825,205.87845833333336,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2022,618,2022,10,boat,unknown,2458.1071007421247,1328.091875,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,7,bank,unguided,99.6239873184393,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,7,boat,guided,281.91706252081,25.795969248291573,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,7,boat,unguided,1815.7370128458952,166.14353075170845,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,8,bank,unguided,658.4436542318466,52.19616666666667,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,8,boat,guided,529.6377249014915,338.9882854973424,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,8,boat,unguided,3411.2260247892677,2183.314381169324,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,9,bank,unguided,919.8798666798992,325.30400000000003,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,9,boat,guided,839.4884060495638,555.5809653975485,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,9,boat,unguided,5406.874479641258,3578.318082221499,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,10,bank,unguided,500.27181097080233,53.632124999999995,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,10,boat,guided,261.926099960692,189.67031719817768,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2023,618,2023,10,boat,unguided,1686.981660763779,1221.6054328018224,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,7,bank,unguided,135.96321521071056,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,7,boat,guided,184.3970210766718,24.546118852459013,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,7,boat,unguided,1138.9227772382671,151.60838114754097,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,7,unknown,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=fishery_season; zero_effort,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,8,bank,unguided,360.41680224491637,24.44926282051282,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,8,boat,guided,372.1657935873777,102.91361994535518,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,8,boat,unguided,2298.671078039686,635.6429467213114,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,8,unknown,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=fishery_season; zero_effort,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,9,bank,unguided,868.8893475049691,116.26614583333334,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,9,boat,guided,859.3747234532283,536.7555150273223,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,9,boat,unguided,5307.902703681704,3315.254651639344,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,9,unknown,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=fishery_season; zero_effort,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,10,bank,unguided,409.8976455201742,130.40971367521368,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,10,boat,guided,250.67188142495132,179.19695355191254,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,10,boat,unguided,1548.2675029188172,1106.804713114754,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2024,618,2024,10,unknown,unknown,331.95158667552386,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=fishery_season; estimated_donor,design_stratum,no_proportion_available
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,7,bank,unguided,742.0036243386245,239.646,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,7,boat,guided,284.35607617369175,152.72817573221758,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,7,boat,unguided,1386.8185682241524,744.8628242677825,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,8,bank,unguided,918.994604653597,12.201249999999998,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,8,boat,guided,1021.1567835751983,254.08998216776249,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,8,boat,unguided,4980.231854321664,1239.209339260809,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,9,bank,unguided,1050.7780656748023,229.0134,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,9,boat,guided,1196.1477100340567,1206.3579862522415,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,9,boat,unguided,5833.671208772654,5883.467228033473,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,10,bank,unguided,973.1423659252142,132.289,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,10,boat,guided,314.67102109578826,295.6280632264063,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
ColumbiaTrib,Drano Lake,Drano Lake salmon and steelhead 2025,618,2025,10,boat,unguided,1534.6660455081476,1441.7926034402603,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2023,348,2023,9,bank,unguided,69.9896206365267,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2023,348,2023,9,boat,unknown,44.432467116895765,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
WACoast,Hoh,Hoh fall salmon 2023,350,2023,9,bank,unguided,482.1983824481814,86.11079365079365,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2023,350,2023,9,boat,unknown,247.59977716148072,194.735,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
WACoast,Hoh,Hoh fall salmon 2023,348,2023,10,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2023,348,2023,10,boat,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,no_proportion_available
WACoast,Hoh,Hoh fall salmon 2023,350,2023,10,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2023,350,2023,10,boat,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,no_proportion_available
WACoast,Hoh,Hoh fall salmon 2025,350,2025,9,bank,unguided,144.47213005941637,39.003,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,9,boat,guided,148.51730489645723,76.3276815181518,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,9,boat,unguided,151.4876509943864,77.85423514851483,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,10,bank,unguided,28.33462619797528,3.014,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,10,boat,guided,104.64141252642224,110.74059405940592,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,10,boat,unguided,106.73424077695068,112.95540594059405,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,10,bank,unguided,257.7865168891953,63.54983333333333,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
