fishery_name,year,location,in_batch,in_interviews,status,month,n_batch,n_int_complete,pct_diff,mean_trip_length,mean_hrs_int,ratio
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,10,43,46,-6.521739130434782,4.680232093023256,3.8234177215189873,1.2240964586950414
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,11,10,14,-28.571428571428573,2.596666,2.0164414414414416,1.287746793253658
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,11,10,14,-28.571428571428573,2.596666,2.0164414414414416,1.287746793253658
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,9,18,19,-5.2631578947368425,5.853703888888889,4.516269841269842,1.2961368772515596
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,9,18,19,-5.2631578947368425,5.853703888888889,4.516269841269842,1.2961368772515596
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,10,43,46,-6.521739130434782,4.680232093023256,3.8234177215189873,1.2240964586950414
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,10,43,46,-6.521739130434782,4.680232093023256,3.8234177215189873,1.2240964586950414
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,11,10,14,-28.571428571428573,2.596666,2.0164414414414416,1.287746793253658
Cascade fall salmon 2023,2023,bank,TRUE,TRUE,both,11,10,14,-28.571428571428573,2.596666,2.0164414414414416,1.287746793253658
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,9,6,6,0,5.300001666666667,3.5267676767676766,1.5027929686381212
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,9,6,6,0,5.300001666666667,3.5267676767676766,1.5027929686381212
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,10,20,20,0,4.8275,3.8158212560386473,1.2651273935749328
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,10,20,20,0,4.8275,3.8158212560386473,1.2651273935749328
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,11,7,7,0,5.033334285714286,3.4069444444444446,1.4773749228350126
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,11,7,7,0,5.033334285714286,3.4069444444444446,1.4773749228350126
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,9,6,6,0,5.300001666666667,3.5267676767676766,1.5027929686381212
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,9,6,6,0,5.300001666666667,3.5267676767676766,1.5027929686381212
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,10,20,20,0,4.8275,3.8158212560386473,1.2651273935749328
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,10,20,20,0,4.8275,3.8158212560386473,1.2651273935749328
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,11,7,7,0,5.033334285714286,3.4069444444444446,1.4773749228350126
Cascade fall salmon 2024,2024,bank,TRUE,TRUE,both,11,7,7,0,5.033334285714286,3.4069444444444446,1.4773749228350126
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,9,24,30,-20,2.1618045833333333,2.7346846846846846,0.7905132885850766
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,9,24,30,-20,2.1618045833333333,2.7346846846846846,0.7905132885850766
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,10,39,34,14.705882352941176,3.4435905128205127,3.210683760683761,1.0725411686410222
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,10,39,34,14.705882352941176,3.4435905128205127,3.210683760683761,1.0725411686410222
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,11,6,6,0,1.6055566666666667,2.775,0.578578978978979
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,11,6,6,0,1.6055566666666667,2.775,0.578578978978979
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,12,2,12,-83.33333333333333,2.825,3.7916666666666665,0.7450549450549452
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,12,2,12,-83.33333333333333,2.825,3.7916666666666665,0.7450549450549452
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,9,24,30,-20,2.1618045833333333,2.7346846846846846,0.7905132885850766
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,9,24,30,-20,2.1618045833333333,2.7346846846846846,0.7905132885850766
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,10,39,34,14.705882352941176,3.4435905128205127,3.210683760683761,1.0725411686410222
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,10,39,34,14.705882352941176,3.4435905128205127,3.210683760683761,1.0725411686410222
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,11,6,6,0,1.6055566666666667,2.775,0.578578978978979
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,11,6,6,0,1.6055566666666667,2.775,0.578578978978979
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,12,2,12,-83.33333333333333,2.825,3.7916666666666665,0.7450549450549452
Chehalis salmon 2022,2022,bank,TRUE,TRUE,both,12,2,12,-83.33333333333333,2.825,3.7916666666666665,0.7450549450549452
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,9,220,224,-1.7857142857142858,4.759090681818182,4.643965517241379,1.0247902711915893
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,9,220,224,-1.7857142857142858,4.759090681818182,4.643965517241379,1.0247902711915893
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,10,479,495,-3.2323232323232323,4.849721670146137,4.811556446225785,1.0079319913102733
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,10,479,495,-3.2323232323232323,4.849721670146137,4.811556446225785,1.0079319913102733
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,11,64,66,-3.0303030303030303,5.32994796875,5.20530303030303,1.0239457602605153
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,11,64,66,-3.0303030303030303,5.32994796875,5.20530303030303,1.0239457602605153
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,9,220,224,-1.7857142857142858,4.759090681818182,4.643965517241379,1.0247902711915893
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,9,220,224,-1.7857142857142858,4.759090681818182,4.643965517241379,1.0247902711915893
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,10,479,495,-3.2323232323232323,4.849721670146137,4.811556446225785,1.0079319913102733
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,10,479,495,-3.2323232323232323,4.849721670146137,4.811556446225785,1.0079319913102733
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,11,64,66,-3.0303030303030303,5.32994796875,5.20530303030303,1.0239457602605153
Chehalis salmon 2022,2022,boat,TRUE,TRUE,both,11,64,66,-3.0303030303030303,5.32994796875,5.20530303030303,1.0239457602605153
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,NA,68,NA,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,NA,68,NA,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,70,68,2.9411764705882355,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,70,68,2.9411764705882355,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,NA,5,NA,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,NA,5,NA,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,3,5,-40,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,3,5,-40,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,NA,68,NA,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,NA,68,NA,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,70,68,2.9411764705882355,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,9,70,68,2.9411764705882355,3.354999857142857,2.9765151515151516,1.127156989419336
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,26,173,-84.97109826589596,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,1.9391026923076924,2.197429906542056,0.8824412039422566
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,10,136,173,-21.387283236994218,2.6683819852941175,2.197429906542056,1.214319499953091
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,5,113,-95.57522123893806,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.33,3.038249400479616,1.0960258889458938
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,11,98,113,-13.274336283185841,3.4719389795918367,3.038249400479616,1.1427432451870998
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,NA,5,NA,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,NA,5,NA,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,3,5,-40,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,bank,TRUE,TRUE,both,12,3,5,-40,0.7000000000000001,0.7402777777777778,0.9455909943714822
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,NA,329,NA,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,NA,329,NA,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,284,329,-13.677811550151976,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,284,329,-13.677811550151976,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,NA,361,NA,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,NA,361,NA,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,308,361,-14.681440443213296,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,308,361,-14.681440443213296,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,NA,329,NA,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,NA,329,NA,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,284,329,-13.677811550151976,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,9,284,329,-13.677811550151976,5.327405985915493,5.2022522522522525,1.0240576057435617
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,NA,361,NA,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,NA,361,NA,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,308,361,-14.681440443213296,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,10,308,361,-14.681440443213296,5.10335512987013,4.950413223140496,1.0308947758168376
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,24,170,-85.88235294117646,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,3.52361,4.340448343079922,0.8118078413760582
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,11,119,170,-30,4.650280336134454,4.340448343079922,1.071382485993297
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,8,41,-80.48780487804878,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,4.5729175,5.3654471544715445,0.8522901015228427
Chehalis salmon 2024,2024,boat,TRUE,TRUE,both,12,33,41,-19.51219512195122,5.5575754545454545,5.3654471544715445,1.0358084414108508
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,9,51,47,8.51063829787234,3.1248370588235295,2.691919191919192,1.1608212713828496
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,9,51,47,8.51063829787234,3.1248370588235295,2.691919191919192,1.1608212713828496
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,3.28333,5.425,0.6052221198156682
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,7.56667,5.425,1.3947778801843318
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,3.28333,5.425,0.6052221198156682
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,7.56667,5.425,1.3947778801843318
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,3.28333,5.425,0.6052221198156682
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,7.56667,5.425,1.3947778801843318
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,3.28333,5.425,0.6052221198156682
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,7.56667,5.425,1.3947778801843318
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,9,51,47,8.51063829787234,3.1248370588235295,2.691919191919192,1.1608212713828496
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,9,51,47,8.51063829787234,3.1248370588235295,2.691919191919192,1.1608212713828496
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,49,143,-65.73426573426573,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.007482857142857,2.3176418439716313,0.8661747553292058
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,10,81,143,-43.35664335664335,2.81893024691358,2.3176418439716313,1.216292437179558
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,10,60,-83.33333333333333,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.078332,2.390562248995984,0.8693904544309115
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,11,45,60,-25,2.732963333333333,2.390562248995984,1.1432303569928601
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,3.28333,5.425,0.6052221198156682
Chehalis salmon 2025,2025,bank,TRUE,TRUE,both,12,1,2,-50,7.56667,5.425,1.3947778801843318
