license_year,region,system,stream,stream_code,species,calendar_year,calendar_month,harvest_count
2010,Coastal,Grays Harbor,Hoquiam River,355,Coho,2011,3,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,4,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,5,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,6,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,7,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,8,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,9,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,10,6
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,11,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2010,12,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2011,1,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2011,2,0
2010,Coastal,Grays Harbor,Hoquiam River,355,Jackcoho,2011,3,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,4,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,5,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,6,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,7,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,8,6
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,9,90
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,10,1596
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,11,282
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2010,12,12
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2011,1,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2011,2,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chinook,2011,3,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,4,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,5,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,6,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,7,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,8,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,9,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,10,18
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,11,6
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2010,12,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2011,1,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2011,2,0
2010,Coastal,Grays Harbor,Humptulips River,358,Chum,2011,3,0
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,4,0
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,5,0
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,6,0
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,7,0
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,8,6
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,9,114
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,10,2880
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,11,666
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2010,12,300
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2011,1,54
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2011,2,0
2010,Coastal,Grays Harbor,Humptulips River,358,Coho,2011,3,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,4,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,5,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,6,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,7,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,8,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,9,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,10,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,11,12
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2010,12,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2011,1,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2011,2,0
2010,Coastal,Grays Harbor,Humptulips River,358,Sockeye,2011,3,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,4,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,5,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,6,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,7,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,8,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,9,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,10,54
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,11,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2010,12,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2011,1,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2011,2,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackchin,2011,3,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,4,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,5,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,6,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,7,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,8,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,9,6
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,10,102
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,11,30
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2010,12,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2011,1,6
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2011,2,0
2010,Coastal,Grays Harbor,Humptulips River,358,Jackcoho,2011,3,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,4,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,5,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,6,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,7,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,8,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,9,6
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,10,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,11,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2010,12,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2011,1,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2011,2,0
2010,Coastal,Grays Harbor,Johns River,367,Chinook,2011,3,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,4,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,5,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,6,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,7,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,8,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,9,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,10,6
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,11,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2010,12,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2011,1,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2011,2,0
2010,Coastal,Grays Harbor,Wishkah River,335,Coho,2011,3,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,4,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,5,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,6,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,7,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,8,12
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,9,48
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,10,30
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,11,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2010,12,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2011,1,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2011,2,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Chinook,2011,3,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,4,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,5,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,6,12
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,7,6
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,8,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,9,618
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,10,2862
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,11,558
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2010,12,168
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2011,1,6
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2011,2,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Coho,2011,3,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,4,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,5,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,6,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,7,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,8,6
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,9,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,10,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,11,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2010,12,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2011,1,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2011,2,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Sockeye,2011,3,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,4,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,5,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,6,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,7,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,8,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,9,18
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,10,6
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,11,6
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2010,12,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2011,1,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2011,2,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackchin,2011,3,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,4,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,5,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,6,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,7,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,8,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,9,336
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,10,318
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,11,18
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2010,12,18
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2011,1,6
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2011,2,0
2010,Coastal,Chehalis R. System,Chehalis River,315,Jackcoho,2011,3,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,4,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,5,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,6,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,7,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,8,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,9,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,10,6
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,11,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2010,12,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2011,1,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2011,2,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chinook,2011,3,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,4,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,5,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,6,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,7,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,8,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,9,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,10,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,11,6
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2010,12,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2011,1,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2011,2,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Chum,2011,3,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,4,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,5,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,6,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,7,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,8,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,9,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,10,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,11,6
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2010,12,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2011,1,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2011,2,0
2010,Coastal,Chehalis R. System,Cloquallum Creek,321,Coho,2011,3,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,4,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,5,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,6,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,7,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,8,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,9,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,10,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,11,6
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2010,12,18
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2011,1,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2011,2,0
2010,Coastal,Chehalis R. System,Quigg Lake,370,Coho,2011,3,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,4,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,5,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,6,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,7,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,8,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,9,6
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,10,6
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,11,6
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2010,12,12
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2011,1,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2011,2,0
2010,Coastal,Chehalis R. System,Satsop River,329,Chinook,2011,3,0
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,4,0
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,5,0
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,6,24
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,7,42
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,8,12
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,9,6
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,10,450
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,11,474
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2010,12,372
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2011,1,42
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2011,2,0
2010,Coastal,Chehalis R. System,Satsop River,329,Coho,2011,3,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,4,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,5,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,6,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,7,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,8,24
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,9,6
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,10,42
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,11,12
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2010,12,6
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2011,1,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2011,2,0
2010,Coastal,Chehalis R. System,Satsop River,329,Jackcoho,2011,3,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,4,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,5,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,6,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,7,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,8,6
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,9,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,10,6
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,11,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2010,12,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2011,1,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2011,2,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Chinook,2011,3,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,4,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,5,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,6,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,7,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,8,6
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,9,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,10,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,11,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2010,12,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2011,1,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2011,2,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Pink,2011,3,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,4,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,5,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,6,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,7,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,8,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,9,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,10,72
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,11,84
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2010,12,60
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2011,1,54
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2011,2,6
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Coho,2011,3,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,4,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,5,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,6,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,7,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,8,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,9,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,10,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,11,24
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2010,12,18
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2011,1,12
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2011,2,0
2010,Coastal,Chehalis R. System,Skookumchuck River,333,Jackcoho,2011,3,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,4,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,5,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,6,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,7,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,8,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,9,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,10,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,11,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2010,12,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2011,1,6
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2011,2,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Chinook,2011,3,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,4,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,5,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,6,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,7,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,8,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,9,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,10,24
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,11,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2010,12,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2011,1,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2011,2,0
2010,Coastal,Chehalis R. System,Wynoochee River,337,Coho,2011,3,0
2010,Coastal,Cedar Cr. System (Jeff),Cedar Creek (Jefferson Co),311,Chinook,2010,4,0
2010,Coastal,Cedar Cr. System (Jeff),Cedar Creek (Jefferson Co),311,Chinook,2010,5,0
2010,Coastal,Cedar Cr. System (Jeff),Cedar Creek (Jefferson Co),311,Chinook,2010,6,0
