block,river_label,year,mode,location,angler_trips,total_salmon_harvest,catch_area_codes,tier,source_id,method,trips_per_salmon
ColumbiaTrib,Coal Creek (Cowlitz Co),2025,unknown,unknown,270.29637750573863,96.83333333333333,517,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 97 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.791356738441363
ColumbiaTrib,Coweeman River,2024,unknown,unknown,72.57527519947543,26,557,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 26. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Deep River (Wahkiakum Co),2022,unknown,unknown,99.98285832089397,24,580,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 24. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Deep River (Wahkiakum Co),2025,unknown,unknown,25.820049830582604,9.25,580,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 9 (4 of 6 years: 2019|2021|2022|2023) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Drano Lake,2022,unknown,bank,2487.182995122373,340.93743452380954,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated; design-based PE (pe_period=month); trip_length_source=month; zero_effort,7.295130259298879
ColumbiaTrib,Drano Lake,2022,unknown,boat,11643.703400276816,4775.606703571429,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,2.4381621274568306
ColumbiaTrib,Drano Lake,2023,unguided,bank,2178.2193192009877,431.1322916666667,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=month; estimated,5.052322364396437
ColumbiaTrib,Drano Lake,2023,guided,boat,1912.9692934325574,1110.0355373413602,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.7233405860269115
ColumbiaTrib,Drano Lake,2023,unguided,boat,12320.819178040201,7149.381426944354,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.7233405860269118
ColumbiaTrib,Drano Lake,2024,unguided,bank,1775.1670104807702,271.1251223290598,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,6.547408794992745
ColumbiaTrib,Drano Lake,2024,guided,boat,1666.609419542229,843.4122073770491,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.9760318916005066
ColumbiaTrib,Drano Lake,2024,unguided,boat,10293.764061878475,5209.31069262295,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.9760318916005069
ColumbiaTrib,Drano Lake,2024,unknown,unknown,331.95158667552386,0,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=fishery_season; estimated_donor; design-based PE (pe_period=month); trip_length_source=fishery_season; zero_effort,NA
ColumbiaTrib,Drano Lake,2025,unguided,bank,3684.9186605922378,613.14965,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,6.009819398237018
ColumbiaTrib,Drano Lake,2025,guided,boat,2816.331590878735,1908.8042073786278,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.4754428872233156
ColumbiaTrib,Drano Lake,2025,unguided,boat,13735.387676826618,9309.331995002325,618,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.4754428872233154
ColumbiaTrib,Drano Lake,2025,unknown,unknown,79.40973749210038,27,618,P2,p2_block_ratio,"P2 block ratio 2.941 creel-trips per CRC-salmon (block_pooled, 3 donor area(s) [533|618|690]) x CRC harvest 27. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.9411013885963104
ColumbiaTrib,Elochoman River,2022,unknown,unknown,49.991429160446984,12,584,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 12. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Elochoman River,2023,unknown,unknown,152.64774221141417,68,584,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 68. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Elochoman River,2024,unknown,unknown,184.22954473712994,66,584,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 66. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Elochoman River,2025,unknown,unknown,140.68437961744468,50.4,584,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 50 (5 of 6 years: 2019|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Entiat River,2022,unknown,unknown,4703.360293512053,1129,586,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 1129. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Entiat River,2023,unknown,unknown,179.58557907225196,80,586,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 80. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Entiat River,2024,unknown,unknown,175.85547452180586,63,586,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 63. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Entiat River,2025,unknown,unknown,778.3233039020665,278.8333333333333,586,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 279 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Germany Creek,2024,unknown,unknown,36.287637599737714,13,589,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 13. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Germany Creek,2025,unknown,unknown,86.53205889168224,31,589,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 31 (3 of 6 years: 2021|2022|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Grays River,2023,unknown,unknown,267.1335488699748,119,594|595,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 102. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 17. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Grays River,2024,unknown,unknown,1108.168625161221,397,595,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 397. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Grays River,2025,unknown,unknown,434.8933798491643,155.8,594|595,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 122 (5 of 6 years: 2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 34 (3 of 6 years: 2019|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Green River (Cowlitz Co),2022,unknown,unknown,2645.3797930736528,635,565|566,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 574. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 61. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Green River (Cowlitz Co),2023,unknown,unknown,478.1466042798708,213,565|566,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 180. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 33. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Green River (Cowlitz Co),2024,unknown,unknown,1677.605399803259,601,565|566,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 536. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 65. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Green River (Cowlitz Co),2025,unknown,unknown,1118.4035998688394,400.6666666666667,565|566,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 189 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 211 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Hanford Reach,2022,unknown,boat,28268.918845931716,11462.474383419303,,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",2.46621435305655
ColumbiaTrib,Hanford Reach,2023,unknown,boat,27650.140219436187,11105.097007998453,,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",2.4898603046439987
ColumbiaTrib,Hanford Reach,2024,unknown,boat,23070.355439536208,11266.035013728306,,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",2.0477794904261937
ColumbiaTrib,Hanford Reach,2025,unknown,boat,18502.854001943706,7935.650270241007,,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",2.3316115720636175
ColumbiaTrib,Icicle Creek,2022,unknown,unknown,9577.524636655635,2299,672,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 2299. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Icicle Creek,2023,unknown,unknown,1382.80895885634,616,672,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 616. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Icicle Creek,2024,unknown,unknown,2562.465485889171,918,672,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 918. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Icicle Creek,2025,unknown,unknown,3198.8948222538015,1146,672,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 1146 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Kalama River,2022,unknown,unknown,6303.086026646357,1513,602|603|604,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 121. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 543. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 849. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Kalama River,2023,unknown,unknown,7210.360999750916,3212,602|603|604,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 2518. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 51. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 643. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Kalama River,2024,unknown,unknown,9448.742559624014,3385,600|602|603|604,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 13. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 1561. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 1758. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 53. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.791356738441363
ColumbiaTrib,Kalama River,2025,unknown,unknown,2425.49564599142,868.2333333333333,602|603|604,P2|P3,crc_harvest_projection|p2_block_ratio,"P2 block ratio 2.941 creel-trips per CRC-salmon (block_pooled, 3 donor area(s) [533|618|690]) x CRC harvest 13. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P3 projected: 6-yr mean CRC harvest 71 (5 of 6 years: 2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 784 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.793598855136584
ColumbiaTrib,Klickitat River,2022,unknown,unknown,23566.79289672071,5657,607|608,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 471. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 5186. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Klickitat River,2023,unknown,unknown,16620.64534313692,7404,607|608,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 1586. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 5818. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Klickitat River,2024,unknown,unknown,21331.548195168893,7642,607|608,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 1223. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 6419. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Klickitat River,2025,unknown,unknown,3290.8714801655647,1176,607|608,P2|P3,crc_harvest_projection|p2_block_ratio,"P2 block ratio 2.941 creel-trips per CRC-salmon (block_pooled, 3 donor area(s) [533|618|690]) x CRC harvest 55. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P3 projected: 6-yr mean CRC harvest 1121 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7983601021816025
ColumbiaTrib,Lake Wenatchee,2022,unknown,unknown,98803.89378319342,23717,670,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 23717. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Lake Wenatchee,2023,unknown,unknown,52095.53166912189,23207,670,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 23207. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Lake Wenatchee,2024,unknown,unknown,87779.79535376553,31447,670,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 31447. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Lake Wenatchee,2025,unknown,unknown,55996.2909871768,20060.6,670,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 20061 (5 of 6 years: 2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Lewis River,2022,unknown,unknown,34419.09897696775,8262,611|615,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 1310. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 6952. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Lewis River,2023,unknown,unknown,23370.81829651519,10411,611|615,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 1204. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 9207. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Lewis River,2024,unknown,unknown,22738.39199134334,8146,611|615,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 7262. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 884. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413622
