analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-03,2023-07-09,27,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-10,2023-07-16,28,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-17,2023-07-23,29,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-24,2023-07-30,30,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,11.152,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-07-31,2023-08-06,31,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,11.152,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,2.1293333333333333,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,3.501669333333333,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,6.388,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,10.083333333333332,week
