analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,586.5086666666666,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,6835.971265333338,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,1759.5259999999998,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,344.995,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,344.995,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,2,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,394.6105,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,30089.724612500013,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,1183.8315,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,679.667,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,679.667,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,79.78233333333333,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,959.1948573333331,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,239.34699999999998,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,97.518,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,97.518,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,42.455666666666666,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,482.05951433333354,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,127.36699999999999,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,7.6706666666666665,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,51.21026633333333,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,23.012,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-16,2022-08-21,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-16,2022-08-21,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,33.098333333333336,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-16,2022-08-21,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,636.8312923333333,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-16,2022-08-21,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,4,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-16,2022-08-21,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-16,2022-08-21,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,132.39333333333335,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,23.464,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,105.017716,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,70.392,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,35.83,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-22,2022-08-28,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,35.83,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,46.339333333333336,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,403.19436133333323,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,139.018,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,30.589,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,30.589,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,2,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,10.8885,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,3.7785005000000016,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,32.6655,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,30.464,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,30.464,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,47.089666666666666,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,381.10702233333336,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
