fishery_name,study_design,year,month,catch_area_code,angler_final,catch_group,species_scope,is_total,est_cg,harvest_est,harvest_var,n_strata,harvest_se,harvest_cv,harvest_l95,harvest_u95,life_stage_levels,fin_mark_levels,fate_levels,total_effort_hrs,harvest_per_hr,pe_period,source,run_id
Cascade fall salmon 2024,Standard,2024,10,826,bank,Chinook,Chinook,FALSE,Chinook_Adult_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult,AD|UM|UNK,Kept,8225.931037912913,0,week,batch,NA
Cascade fall salmon 2024,Standard,2024,10,826,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult_AD|UM|UNK_Kept,1075.299,6563.557184,9,81.01578354863946,0.07534256383446787,916.5080642446668,1234.0899357553333,Adult,AD|UM|UNK,Kept,8225.931037912913,0.13072064366258354,week,batch,NA
Cascade fall salmon 2024,Standard,2024,10,826,bank,Chum,Chum,FALSE,Chum_Adult_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult,AD|UM|UNK,Kept,8225.931037912913,0,week,batch,NA
Cascade fall salmon 2024,Standard,2024,10,826,bank,Coho,Coho,FALSE,Coho_Adult_AD|UM|UNK_Kept,1075.299,6563.557184,9,81.01578354863946,0.07534256383446787,916.5080642446668,1234.0899357553333,Adult,AD|UM|UNK,Kept,8225.931037912913,0.13072064366258354,week,batch,NA
Cascade fall salmon 2024,Standard,2024,11,826,bank,Chinook,Chinook,FALSE,Chinook_Adult_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult,AD|UM|UNK,Kept,1828.185005474224,0,week,batch,NA
Cascade fall salmon 2024,Standard,2024,11,826,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult_AD|UM|UNK_Kept,73.983,1676.8814215,9,40.94974263044885,0.5535020562892672,-6.27849555567974,154.24449555567975,Adult,AD|UM|UNK,Kept,1828.185005474224,0.04046800503147607,week,batch,NA
Cascade fall salmon 2024,Standard,2024,11,826,bank,Chum,Chum,FALSE,Chum_Adult_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult,AD|UM|UNK,Kept,1828.185005474224,0,week,batch,NA
Cascade fall salmon 2024,Standard,2024,11,826,bank,Coho,Coho,FALSE,Coho_Adult_AD|UM|UNK_Kept,73.983,1676.8814215,9,40.94974263044885,0.5535020562892672,-6.27849555567974,154.24449555567975,Adult,AD|UM|UNK,Kept,1828.185005474224,0.04046800503147607,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4722.615008174003,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,667.0550000000001,83.777445,4,9.153001966568128,0.01372151017017806,649.1151161455265,684.9948838544736,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4722.615008174003,0.14124695721447691,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4722.615008174003,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,667.0550000000001,83.777445,4,9.153001966568128,0.01372151017017806,649.1151161455265,684.9948838544736,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4722.615008174003,0.14124695721447691,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,51.215999999999994,114.921,5,10.720121267970809,0.20931195852801485,30.204562314777213,72.22743768522278,Adult|Jack|NA,AD|NA|UM|UNK,Kept,23344.562895723106,0.00219391556949576,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,4029.42,70927.92517916666,5,266.3229715574056,0.06609461698145282,3507.426975747485,4551.413024252515,Adult|Jack|NA,AD|NA|UM|UNK,Kept,23344.562895723106,0.1726063588339116,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,23344.562895723106,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,9,317,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,3978.207,67191.09427916667,5,259.2124500851891,0.0651581101951681,3470.1505978330297,4486.263402166971,Adult|Jack|NA,AD|NA|UM|UNK,Kept,23344.562895723106,0.170412571773997,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,10,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10117.713377086153,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,382.1608333333333,14882.442304972225,10,121.99361583694542,0.31922061393072837,143.05334629292028,621.2683203737463,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10117.713377086153,0.03777146269025795,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,10,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10117.713377086153,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,382.1608333333333,14882.442304972225,10,121.99361583694542,0.31922061393072837,143.05334629292028,621.2683203737463,Adult|Jack|NA,AD|NA|UM|UNK,Kept,10117.713377086153,0.03777146269025795,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,10,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,30364.75679232804,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,4728.776333333333,171115.27509194447,10,413.6608213161411,0.08747734977445,3918.0011235536967,5539.55154311297,Adult|Jack|NA,AD|NA|UM|UNK,Kept,30364.75679232804,0.1557323961352493,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,22.5095,174.97805275,10,13.227927001234924,0.5876597437186488,-3.4172369224204537,48.43623692242045,Adult|Jack|NA,AD|NA|UM|UNK,Kept,30364.75679232804,7.413034839682052e-4,week,batch,NA
Chehalis salmon 2022,Standard,2022,10,317,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,4706.265833333333,168008.78508219446,10,409.8887472012308,0.08709426150518076,3902.8838888189207,5509.647777847746,Adult|Jack|NA,AD|NA|UM|UNK,Kept,30364.75679232804,0.1549910597183646,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,2169.855023477276,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,2169.855023477276,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,2169.855023477276,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,2169.855023477276,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4367.570335097002,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,493.1546666666667,1020.5375391111112,6,31.945853238113884,0.06477856826143905,430.5407943199635,555.76853901337,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4367.570335097002,0.11291281624104949,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4367.570335097002,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,11,317,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,493.1546666666667,1020.5375391111112,6,31.945853238113884,0.06477856826143905,430.5407943199635,555.76853901337,Adult|Jack|NA,AD|NA|UM|UNK,Kept,4367.570335097002,0.11291281624104949,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,194.60188378119875,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,194.60188378119875,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,194.60188378119875,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,194.60188378119875,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,7,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,468.87016313932975,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,10.071,0,7,0,0,10.071,10.071,Adult|Jack|NA,AD|NA|UM|UNK,Kept,468.87016313932975,0.02147929382532984,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,0,7,0,NA,0,0,Adult|Jack|NA,AD|NA|UM|UNK,Kept,468.87016313932975,0,week,batch,NA
Chehalis salmon 2022,Standard,2022,12,317,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,10.071,0,7,0,0,10.071,10.071,Adult|Jack|NA,AD|NA|UM|UNK,Kept,468.87016313932975,0.02147929382532984,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,72.7838698256099,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,72.7838698256099,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,72.7838698256099,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,315,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,72.7838698256099,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,6.798333333333333,18.48693444444444,6,4.299643525275606,0.6324555320336758,-1.6289679762068543,15.22563464287352,Adult|Jack|NA,AD|NA|UM,Kept,2512.1705787288056,0.00270615912426352,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,111.853,94.60237666666669,6,9.72637530977839,0.08695676745173031,92.78930439283435,130.91669560716565,Adult|Jack|NA,AD|NA|UM,Kept,2512.1705787288056,0.04452444469618748,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM_Kept,0,0,6,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,2512.1705787288056,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM_Kept,105.05466666666666,31.00623444444444,6,5.568324204322558,0.05300406332248503,94.14075122619444,115.96858210713889,Adult|Jack|NA,AD|NA|UM,Kept,2512.1705787288056,0.04181828557192395,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,96.594,110.23358128888889,6,10.49921812750306,0.1086943094550703,76.015532470094,117.172467529906,Adult|Jack|NA,AD|NA|UM,Kept,26486.29893252448,0.00364694215096187,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,3775.4065,88441.36978837226,6,297.39093763659355,0.07877057414521947,3192.5202622322768,4358.292737767723,Adult|Jack|NA,AD|NA|UM,Kept,26486.29893252448,0.14254186700898025,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM_Kept,0,0,6,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,26486.29893252448,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,9,317,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM_Kept,3678.810333333334,83294.69582637778,6,288.60820471077704,0.07845150430717422,3113.1382521002106,4244.482414566456,Adult|Jack|NA,AD|NA|UM,Kept,26486.29893252448,0.13889484305471805,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,1064.4390007740712,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,1064.4390007740712,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,1064.4390007740712,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM_Kept,0,0,9,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,1064.4390007740712,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,291.64059280544916,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,291.64059280544916,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,291.64059280544916,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,315,boat,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM_Kept,0,0,1,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,291.64059280544916,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,317,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,0,0,18,0,NA,0,0,Adult|Jack|NA,AD|NA|UM,Kept,12992.24358270635,0,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,317,bank,TotalSalmon,Chinook+Chum+Coho,TRUE,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,2380.068333333333,366184.98342471104,18,605.1322032619905,0.25424992836843924,1194.0092149398315,3566.127451726835,Adult|Jack|NA,AD|NA|UM,Kept,12992.24358270635,0.183191480222968,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,317,bank,Chum,Chum,FALSE,Chum_Adult|Jack|NA_AD|NA|UM_Kept,47.9675,1380.5286337500002,18,37.155465731840856,0.7745966692414834,-24.85721283440807,120.79221283440808,Adult|Jack|NA,AD|NA|UM,Kept,12992.24358270635,0.00369201052109647,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,317,bank,Coho,Coho,FALSE,Coho_Adult|Jack|NA_AD|NA|UM_Kept,2332.1008333333334,352400.77880346106,18,593.6335391497528,0.25454883024987246,1168.579096599818,3495.6225700668488,Adult|Jack|NA,AD|NA|UM,Kept,12992.24358270635,0.17949946970187156,week,batch,NA
Chehalis salmon 2024,Standard,2024,10,317,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,39.171000000000014,128.57063940000003,18,11.338899391034388,0.2894717875733166,16.946757193572612,61.39524280642742,Adult|Jack|NA,AD|NA|UM,Kept,34202.214229814104,0.00114527672789835,week,batch,NA
