analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,167.899,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,577.9543333333334,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,91517.25640133332,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,1733.863,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,379.811,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-19,2024-08-25,34,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,379.811,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,841.6403333333334,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,27724.339792333347,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,2524.9210000000003,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,1428.772,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-08-26,2024-09-01,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,1428.772,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-02,2024-09-08,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-02,2024-09-08,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,698.198,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-02,2024-09-08,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,31410.466902999997,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-02,2024-09-08,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-02,2024-09-08,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-02,2024-09-08,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,2094.594,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,273.178,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,6204.523377,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,819.534,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,261.941,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-09,2024-09-15,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,261.941,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,43.49033333333333,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,944.7894603333332,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,130.471,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,25.769,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-16,2024-09-22,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,25.769,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,8.599666666666666,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,61.21850233333333,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,25.799,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,22.51,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-23,2024-09-29,39,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,22.51,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,4,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-09-30,2024-10-06,40,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,2.506,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,1,2024-10-07,2024-10-13,41,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,5.012,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,27.453,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,27.453,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-16,2024-08-18,33,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
32521F0C-57B8-4578-96E1-13FA05E98364,District 11,Puyallup Carbon salmon 2024,2,2024-08-19,2024-08-25,34,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,38.592,week
